onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n04254680_1740.JPEG	0.000000
42	9	3	stimulus	n02480855_14628.JPEG	0.000000
51	9	4	stimulus	n04587559_11491.JPEG	0.000000
60	9	5	stimulus	n02439033_6549.JPEG	0.000000
69	9	6	stimulus	n02226429_12778.JPEG	0.000000
78	9	7	stimulus	n03837869_3611.JPEG	0.000000
87	9	8	stimulus	n03837869_3611.JPEG	88.031738
96	9	9	stimulus	n04313503_23211.JPEG	0.000000
105	9	10	stimulus	n03602883_10003.JPEG	0.000000
114	9	11	stimulus	n03665924_49231.JPEG	0.000000
123	9	12	stimulus	n01770393_28281.JPEG	0.000000
132	9	13	stimulus	n07734017_18410.JPEG	0.000000
141	9	14	stimulus	n03483823_15156.JPEG	0.000000
150	9	15	stimulus	n04146614_7893.JPEG	0.000000
159	9	16	stimulus	n04412416_11267.JPEG	0.000000
168	9	17	stimulus	n02346627_5663.JPEG	0.000000
177	9	18	stimulus	n04591713_7167.JPEG	0.000000
186	9	19	stimulus	n02841315_22761.JPEG	0.000000
195	9	20	stimulus	n03512147_5054.JPEG	0.000000
204	9	21	stimulus	n07756951_18174.JPEG	0.000000
213	9	22	stimulus	n03649909_11709.JPEG	0.000000
222	9	23	stimulus	n02802215_19473.JPEG	0.000000
231	9	24	stimulus	n04376876_7775.JPEG	0.000000
240	9	25	stimulus	n01664990_65.JPEG	0.000000
249	9	26	stimulus	n03924679_9022.JPEG	0.000000
258	9	27	stimulus	n03924679_9022.JPEG	258.520475
267	9	28	stimulus	n03815615_21684.JPEG	0.000000
276	9	29	stimulus	n02843158_2978.JPEG	0.000000
285	9	30	stimulus	n02068974_6018.JPEG	0.000000
294	9	31	stimulus	n04225987_7933.JPEG	0.000000
303	9	32	stimulus	n02799175_15904.JPEG	0.000000
312	9	33	stimulus	n02503517_12142.JPEG	0.000000
321	9	34	stimulus	n03209910_26897.JPEG	0.000000
330	9	35	stimulus	n03397947_9823.JPEG	0.000000
339	9	36	stimulus	n03400231_4196.JPEG	0.000000
348	9	37	stimulus	n03261776_31671.JPEG	0.000000
357	9	38	stimulus	n04154565_10692.JPEG	0.000000
366	9	39	stimulus	n04154565_10692.JPEG	367.031249
375	9	40	stimulus	n02814860_35555.JPEG	0.000000
384	9	41	stimulus	n04090263_5363.JPEG	0.000000
393	9	42	stimulus	n01970164_30420.JPEG	0.000000
402	9	43	stimulus	n03607659_8657.JPEG	0.000000
411	9	44	stimulus	n03607659_8657.JPEG	412.033492
420	9	45	stimulus	n02769748_33148.JPEG	0.000000
429	9	46	stimulus	n03918737_11347.JPEG	0.000000
438	9	47	stimulus	n03918737_11347.JPEG	439.044646
447	9	48	stimulus	n03085013_20689.JPEG	0.000000
456	9	49	stimulus	n11978233_26590.JPEG	0.000000
465	9	50	stimulus	n03038480_279.JPEG	0.000000
474	9	51	stimulus	n03609235_4455.JPEG	0.000000
483	9	52	stimulus	n02974003_4448.JPEG	0.000000
492	9	53	stimulus	n03496296_4945.JPEG	0.000000
501	9	54	stimulus	n04477387_4979.JPEG	0.000000
510	9	55	stimulus	n03612010_9076.JPEG	0.000000
519	9	56	stimulus	n01768244_7012.JPEG	0.000000
528	6	57	rest	n/a	0.000000
